source,generic_drug_name,dosage_form,30_day_cost,Link
CostPlusDrugs,Alendronate Sodium (Generic for Fosamax),Tablet,$7.62 ,https://costplusdrugs.com/medications/alendronate-sodium-70mg-75ml-bottle-of-solution-75-fosamax/
CostPlusDrugs,Alfuzosin HCl ER (Generic for Uroxatral),Extended Release Tablet,$7.17 ,https://costplusdrugs.com/medications/alfuzosinhcler-10mg-tablet/
CostPlusDrugs,Aliskiren Fumarate (Generic for Tekturna),Tablet,$99.93 ,https://costplusdrugs.com/medications/aliskiren-fumarate-300mg-tablet-tekturna/
CostPlusDrugs,Allopurinol (Generic for Zyloprim),Tablet,$5.59 ,https://costplusdrugs.com/medications/allopurinol-300mg-tablet/
CostPlusDrugs,Almotriptan Malate (Generic for Axert),Tablet,$341.43 ,https://costplusdrugs.com/medications/almotriptan-malate-6_25mg-tablet-axert/
CostPlusDrugs,Alosetron HCl (Generic for Lotronex),Tablet,$43.55 ,https://costplusdrugs.com/medications/alosetron-hcl-1mg-tablet-lotronex/
CostPlusDrugs,Amantadine HCl (Generic for Symmetrel),Capsule,$7.67 ,https://costplusdrugs.com/medications/amantadine-hcl-50mg-5ml-bottle-of-solution-473-symmetrel/
CostPlusDrugs,Amiloride HCl (Generic for Midamor),Tablet,$9.96 ,https://costplusdrugs.com/medications/amiloride-hcl-5mg-tablet-midamor/
CostPlusDrugs,Amiloride‑Hydrochlorothiazide (Generic for Moduretic),Tablet,$18.14 ,https://costplusdrugs.com/medications/amiloride-hydrochlorothiazide-5-50mg-tablet-moduretic/
CostPlusDrugs,Aminocaproic Acid (Generic for Amicar),Tablet,$292.50 ,https://costplusdrugs.com/medications/aminocaproic-acid-500mg-tablet-amicar/
CostPlusDrugs,Amiodarone HCl (Generic for Pacerone),Tablet,$11.04 ,https://costplusdrugs.com/medications/amiodarone-hcl-400mg-tablet/
CostPlusDrugs,Amitriptyline (Generic for Elavil),Tablet,$7.93 ,https://costplusdrugs.com/medications/amitriptyline-75mg-tablet/
CostPlusDrugs,Amlodipine (Generic for Norvasc),Tablet,$5.30 ,https://costplusdrugs.com/medications/amlodipine-5mg-tablet/
CostPlusDrugs,Amlodipine‑Atorvastatin (Generic for Caduet),Tablet,$19.87 ,https://costplusdrugs.com/medications/amlodipine-atorvastatin-5-80mg-tablet-caduet/
CostPlusDrugs,Amlodipine Besylate‑Benazepril HCl (Generic for Lotrel),Capsule,$8.20 ,https://costplusdrugs.com/medications/amlodipinebesylate-benazeprilhcl-5mg-20mg-capsule/
CostPlusDrugs,Amlodipine Besylate‑Valsartan (Generic for Exforge),Tablet,$21.74 ,https://costplusdrugs.com/medications/amlodipine-besylate-valsartan-5-320mg-tablet-exforge/
CostPlusDrugs,Amlodipine‑Olmesartan (Generic for Azor),Tablet,$8.74 ,https://costplusdrugs.com/medications/amlodipine-olmesartan-5-40mg-tablet-azor/
CostPlusDrugs,Amlodipine‑Valsartan‑HCTZ (Generic for Exforge HCT),Tablet,$277.33 ,https://costplusdrugs.com/medications/amlodipine-valsartan-hctz-5-160-25mg-tablet-exforge-hct/
CostPlusDrugs,Ammonium Lactate (Generic for Lac‑Hydrin),Bottle of Cream,$42.25 ,https://costplusdrugs.com/medications/ammonium-lactate-12-bottle-of-cream-385-lac-hydrin/
CostPlusDrugs,Amoxapine (Generic for Asendin),Tablet,$43.71 ,https://costplusdrugs.com/medications/amoxapine-50mg-tablet-asendin/
CostPlusDrugs,Amoxicillin‑Pot Clavulanate (Generic for Augmentin),Chewable Tablet,$83.30 ,https://costplusdrugs.com/medications/amoxicillin-pot-clavulanate-200-28_5mg-tablet-chewable-augmentin/
CostPlusDrugs,Amoxicillin‑Pot Clavulanate ER (Generic for Augmentin XR),Extended Release Tablet,$205.68 ,https://costplusdrugs.com/medications/amoxicillin-pot-clavulanate-er-1000-62_5mg-extended-release-tablet-augmentin-xr/
CostPlusDrugs,Amoxicillin (Trihydrate) (Generic for Amoxil),Capsule,$6.42 ,https://costplusdrugs.com/medications/amoxicillin-500mg-capsule-amoxil/
CostPlusDrugs,Ampicillin (Generic for Principen),Capsule,$20.58 ,https://costplusdrugs.com/medications/ampicillin-500mg-capsule-principen/
CostPlusDrugs,Anagrelide HCl (Generic for Agrylin),Bottle of Capsules,$82.62 ,https://costplusdrugs.com/medications/anagrelide-hcl-1mg-bottle-of-capsules-100-agrylin/
CostPlusDrugs,Anastrozole (Generic for Arimidex),Tablet,$7.49 ,https://costplusdrugs.com/medications/Anastrozole-1mg-Tablet/
CostPlusDrugs,Apidra,Solution,N/A,https://costplusdrugs.com/medications/apidra-100-unit_ml-solution-10-apidra/
CostPlusDrugs,Apraclonidine HCl (Generic for Iopidine),Solution Dropper,$136.70 ,https://costplusdrugs.com/medications/apraclonidine-hcl-0_50-solution-dropper-10-iopidine/
CostPlusDrugs,Aprepitant (Generic for Emend Tri‑Pack),Pack of Capsules,$209.80 ,https://costplusdrugs.com/medications/aprepitant-80-125mg-pack-of-capsules-3-emend-tri-pack/
CostPlusDrugs,Aprepitant (Generic for Emend),Capsule,"$1,608.90 ",https://costplusdrugs.com/medications/aprepitant-80mg-capsule/
CostPlusDrugs,Arformoterol Tartrate (Generic for Brovana),Nebulization Solution,$52.67 ,https://costplusdrugs.com/medications/arformoterol-tartrate-15mcg-2ml-nebulization-solution-2-brovana/
CostPlusDrugs,Aripiprazole (Generic for Abilify Discmelt),Bottle of Disintegrating Tablets,$41.80 ,https://costplusdrugs.com/medications/aripiprazole-15mg-bottle-of-disintegrating-tablets-30-abilify-discmelt/
CostPlusDrugs,Aripiprazole (Generic for Abilify),Tablet,$7.76 ,https://costplusdrugs.com/medications/aripiprazole-5mg-tablet/
CostPlusDrugs,Asenapine Maleate (Generic for Saphris),Carton of Sublingual Tablets,$67.31 ,https://costplusdrugs.com/medications/asenapine-maleate-5mg-carton-of-sublingual-tablets-60-saphris/
CostPlusDrugs,Aspirin (Generic for Aspirin),Tablet Chewable,$5.98 ,https://costplusdrugs.com/medications/aspirin-81mg-tablet-chewable-aspirin/
CostPlusDrugs,Aspirin‑Dipyridamole ER (Generic for Aggrenox),Bottle of Extended Release Capsules,$29.94 ,https://costplusdrugs.com/medications/aspirin-dipyridamole-er-25-200mg-bottle-of-extended-release-capsules-60-aggrenox/
CostPlusDrugs,Aspirin Low Dose (Generic for Aspirin Low Dose),Tablet Delayed Release,$5.22 ,https://costplusdrugs.com/medications/aspirin-low-dose-81mg-tablet-delayed-release-aspirin-low-dose/
CostPlusDrugs,Atazanavir Sulfate (Generic for Reyataz),Bottle of Capsules,$26.93 ,https://costplusdrugs.com/medications/atazanavir-sulfate-300mg-bottle-of-capsules-30-reyataz/
CostPlusDrugs,Atenolol (Generic for Tenormin),Tablet,$5.76 ,https://costplusdrugs.com/medications/Atenolol-50mg-Tablet/
CostPlusDrugs,Atenolol‑Chlorthalidone (Generic for Tenoretic),Tablet,$11.30 ,https://costplusdrugs.com/medications/atenolol-chlorthalidone-100mg-25mg-tablet/
CostPlusDrugs,Atomoxetine HCl (Generic for Strattera),Capsule,$13.21 ,https://costplusdrugs.com/medications/atomoxetinehcl-80mg-capsule/
CostPlusDrugs,Atorvastatin (Generic for Lipitor),Tablet,$5.34 ,https://costplusdrugs.com/medications/atorvastatin-80mg-tablet/
CostPlusDrugs,Atovaquone (Generic for Mepron),Bottle of Oral Suspension,$120.00 ,https://costplusdrugs.com/medications/atovaquone-750mg_5ml-210ml-bottle-of-suspension/
CostPlusDrugs,Atovaquone‑Proguanil HCl (Generic for Malarone),Tablet,$39.74 ,https://costplusdrugs.com/medications/atovaquone-proguanil-hcl-62_5-25mg-tablet-malarone/
CostPlusDrugs,Atropine Sulfate (Generic for Isopto Atropine),Solution Dropper,$130.35 ,https://costplusdrugs.com/medications/atropine-sulfate-1-solution-dropper-15-isopto-atropine/
CostPlusDrugs,Azathioprine (Generic for Imuran),Tablet,$9.84 ,https://costplusdrugs.com/medications/azathioprine-50mg-tablet/
CostPlusDrugs,Azathioprine (Generic for Azasan),Tablet,$119.63 ,https://costplusdrugs.com/medications/azathioprine-75mg-tablet-azasan/
CostPlusDrugs,Azelaic Acid (Generic for Finacea),Tube of Gel,$31.59 ,https://costplusdrugs.com/medications/azelaic-acid-15-tube-of-gel-50-finacea/
CostPlusDrugs,Azelastine‑Fluticasone (Generic for Dymista),Nasal Spray,$70.27 ,https://costplusdrugs.com/medications/azelastine-fluticasone-137-50mcg-act-nasal-spray-23-dymista/
CostPlusDrugs,Azelastine HCl (Generic for Optivar),Solution,$9.27 ,https://costplusdrugs.com/medications/AzelastineHCl-0_0005-Solution/
CostPlusDrugs,Azelastine HCl (Generic for Astelin),Nasal Spray,$10.46 ,https://costplusdrugs.com/medications/Azelastine HCl-0_001-Solution/
CostPlusDrugs,Azithromycin (Generic for Zithromax),Tablet,$9.97 ,https://costplusdrugs.com/medications/azithromycin-600mg-tablet/
CostPlusDrugs,Bacitracin (Generic for Baciguent),Tube of Ointment,$129.23 ,https://costplusdrugs.com/medications/bacitracin-zinc-500-unit-g-tube-of-ointment-28-baciguent/
CostPlusDrugs,Bacitracin‑Polymyxin B (Generic for Polycin),Tube of Ointment,$15.58 ,https://costplusdrugs.com/medications/bacitracin-polymyxin-b-500-10000-unit-gm-tube-of-ointment-3_5-polycin/
CostPlusDrugs,Bacitra‑Neomycin‑Polymyxin‑HC (Generic for Neo‑Polycin HC),Tube of Ointment,$16.96 ,https://costplusdrugs.com/medications/bacitra-neomycin-polymyxin-hc-1-tube-of-ointment-3_5-neo-polycin-hc/
CostPlusDrugs,Baclofen (Generic for Lioresal),Tablet,$5.86 ,https://costplusdrugs.com/medications/baclofen-5mg-tablet/
CostPlusDrugs,Balsalazide Disodium (Generic for Colazal),Capsule,$13.91 ,https://costplusdrugs.com/medications/balsalazide-disodium-750mg-capsule-colazal/
CostPlusDrugs,B‑Complex W/C & Folic Acid (Generic for WesCaps),Capsule,$8.10 ,https://costplusdrugs.com/medications/b-complex-w-c-folic-acid-1mg-capsule-wescaps/
CostPlusDrugs,Benazepril HCl (Generic for Lotensin),Tablet,$5.79 ,https://costplusdrugs.com/medications/benazepril-hcl-5mg-tablet/
CostPlusDrugs,Benazepril‑Hydrochlorothiazide (Generic for Lotensin HCT),Tablet,$8.32 ,https://costplusdrugs.com/medications/benazepril-hydrochlorothiazide-5-6_25mg-tablet-lotensin-hct/
CostPlusDrugs,Benzonatate (Generic for Tessalon),Capsule,$7.24 ,https://costplusdrugs.com/medications/benzonatate-200mg-capsule/
CostPlusDrugs,Benztropine Mesylate (Generic for Cogentin),Tablet,$7.24 ,https://costplusdrugs.com/medications/benztropine-mesylate-2mg-tablet/
CostPlusDrugs,Bepotastine Besilate (Generic for Bepreve),Solution Dropper,$130.73 ,https://costplusdrugs.com/medications/bepotastine-besilate-1_50-solution-dropper-10-bepreve/
CostPlusDrugs,Betamethasone Dipropionate (Generic for Alphatrex),Cream,$20.49 ,https://costplusdrugs.com/medications/betamethasone-dipropionate-0_05_cream/
CostPlusDrugs,Betamethasone Dipropionate Augmented (Generic for Diprolene),Tube of Gel,$127.46 ,https://costplusdrugs.com/medications/betamethasone-dipropionate-augmented-0_0005-ointment/
CostPlusDrugs,Betamethasone Valerate (Generic for Beta‑Val),Tube of Cream,$9.14 ,https://costplusdrugs.com/medications/betamethasone-valerate-0_10-tube-of-cream-15-beta-val/
CostPlusDrugs,Betamethasone Valerate (Generic for Betatrex),Tube of Ointment,$13.60 ,https://costplusdrugs.com/medications/betamethasone-valerate-0_10-tube-of-ointment-15-betatrex/
CostPlusDrugs,Betamethasone Valerate (Generic for Luxiq),Can of Foam,$27.30 ,https://costplusdrugs.com/medications/betamethasone-valerate-0_12-can-of-foam-50-luxiq/
CostPlusDrugs,Betaxolol HCl (Generic for Betoptic),Solution Dropper,$46.11 ,https://costplusdrugs.com/medications/betaxolol-hcl-0_50-solution-dropper-5-betoptic/
CostPlusDrugs,Betaxolol HCl (Generic for Kerlone),Tablet,$28.70 ,https://costplusdrugs.com/medications/betaxolol-hcl-20mg-tablet-kerlone/
CostPlusDrugs,Bethanechol Chloride (Generic for Urecholine),Tablet,$8.84 ,https://costplusdrugs.com/medications/bethanechol-chloride-5mg-tablet-urecholine/
CostPlusDrugs,Bexarotene (Generic for Targretin),Capsule,$116.78 ,https://costplusdrugs.com/medications/bexarotene-75mg-bottle-of-capsules-100-targretin/
CostPlusDrugs,Bicalutamide (Generic for Casodex),Tablet,$17.33 ,https://costplusdrugs.com/medications/bicalutamide-50mg-tablet-casodex/
CostPlusDrugs,Bimatoprost (Generic for Latisse),Bottle of Solution,$63.81 ,https://costplusdrugs.com/medications/bimatoprost-0_03-bottle-of-solution-5-latisse/
CostPlusDrugs,Bimatoprost (Generic for Lumigan),Bottle of Ophthalmic Solution or Eye Dropper,$20.52 ,https://costplusdrugs.com/medications/bimatoprost-0_03-solution-dropper-2_5-lumigan/
CostPlusDrugs,Bismuth Subcitrate Potassium/Metronidaz/Tetracyclin (Generic for Pylera),Tablet,$91.54 ,https://costplusdrugs.com/medications/bismuth-subcitrate-potassium-metronidaz-tetracyclin-140-125-125mg-tablet-pylera/
CostPlusDrugs,Bisoprolol Fumarate (Generic for Zebeta),Tablet,$6.76 ,https://costplusdrugs.com/medications/bisoprololfumarate-5mg-tablet/
CostPlusDrugs,Bisoprolol‑Hydrochlorothiazide (Generic for Ziac),Tablet,$6.74 ,https://costplusdrugs.com/medications/bisoprolol-hydrochlorothiazide-5mg-6_25mg-tablet/
CostPlusDrugs,Boric Acid (Generic for Mirvaso),Gel Pump,$523.49 ,https://costplusdrugs.com/medications/boric-acid-10-gel-pump-30-mirvaso/
CostPlusDrugs,Brenzavvy (Bexagliflozin),Bottle of Tablets,$49.85 ,https://costplusdrugs.com/medications/brenzavvy-20mg/
CostPlusDrugs,Brimonidine Tartrate (Generic for Alphagan),Ophthalmic Solution,$9.60 ,https://costplusdrugs.com/medications/brimonidinetartrate-0_002-solution/
CostPlusDrugs,Brimonidine Tartrate (Generic for Alphagan P),Bottle of Ophthalmic Solution or Eye Dropper,$55.53 ,https://costplusdrugs.com/medications/brimonidine-tartrate-0_15-solution-dropper-5-alphagan-p/
CostPlusDrugs,Brimonidine Tartrate‑Timolol (Generic for Combigan),Bottle of Ophthalmic Solution or Eye Dropper,$16.03 ,https://costplusdrugs.com/medications/brimonidine-tartrate-timolol-0_2-0_5-15ml-bottle-of-solution/
CostPlusDrugs,Brinzolamide (Generic for Azopt),Bottle of Ophthalmic Suspension or Eye Dropper,$147.51 ,https://costplusdrugs.com/medications/brinzolamide-1-suspension-dropper-15-azopt/
CostPlusDrugs,Bromfenac Sodium (Once‑Daily) (Generic for Bromday),Solution Dropper,$23.25 ,https://costplusdrugs.com/medications/bromfenac-sodium-once-daily-0_09-solution-dropper-1_7-bromday/
CostPlusDrugs,Bromocriptine Mesylate (Generic for Parlodel),Tablet,$36.05 ,https://costplusdrugs.com/medications/bromocriptine-mesylate-5mg-capsule-parlodel/
CostPlusDrugs,Budesonide (Generic for Pulmicort Respules),Box of 30 Vials,$31.14 ,https://costplusdrugs.com/medications/budesonide-0_5mg_2ml-inhalation-suspension-60ml/
CostPlusDrugs,Budesonide (Generic for Pulmicort),Carton of Ampules,$166.00 ,https://costplusdrugs.com/medications/budesonide-1mg-2ml-carton-of-ampules-30-pulmicort/
CostPlusDrugs,Budesonide (Generic for Uceris),Pack of Foam Canisters,$623.34 ,https://costplusdrugs.com/medications/budesonide-er-9mg-tablet-extended-release-uceris/
CostPlusDrugs,Budesonide DR (Generic for Entocort EC),Delayed Release Capsule,$15.34 ,https://costplusdrugs.com/medications/budesonide-dr-3mg-capsule/
CostPlusDrugs,Budesonide‑Formoterol Fumarate (Generic for Symbicort),Aerosol Inhaler,$182.39 ,https://costplusdrugs.com/medications/budesonide-formoterol-fumarate-80-4_5mcg-act-aerosol-inhaler-10_2-symbicort/
CostPlusDrugs,Bumetanide (Generic for Bumex),Tablet,$8.81 ,https://costplusdrugs.com/medications/bumetanide-2mg-tablet-bumex/
CostPlusDrugs,Bupropion HCl (Generic for Wellbutrin),Tablet,$7.38 ,https://costplusdrugs.com/medications/BupropionHCl-75mg-Tablet/
CostPlusDrugs,Bupropion HCl ER (Generic for Zyban),Tablet Extended Release,$11.48 ,https://costplusdrugs.com/medications/bupropion-hcl-er-smoking-det-150mg-tablet-extended-release-zyban/
CostPlusDrugs,Bupropion SR (Generic for Wellbutrin SR),Sustained Release Tablet,$5.99 ,https://costplusdrugs.com/medications/bupropionhclextendedrelease-200mg-tablet/
CostPlusDrugs,Bupropion XL (Generic for Wellbutrin XL),Extended Release Tablet,$6.70 ,https://costplusdrugs.com/medications/bupropionxl-300mg-tablet/
CostPlusDrugs,Buspirone HCl (Generic for Buspar),Tablet,$5.48 ,https://costplusdrugs.com/medications/BuspironeHCl-7_5mg-Tablet/
CostPlusDrugs,Cabergoline (Generic for Dostinex),Pack of Tablets,$13.40 ,https://costplusdrugs.com/medications/cabergoline-0_5mg-pack-of-tablets-8-dostinex/
CostPlusDrugs,Calcipotriene (Generic for Dovonex),Bottle of Solution,$183.25 ,https://costplusdrugs.com/medications/calcipotriene-0_01-tube-of-ointment-60-dovonex/
CostPlusDrugs,Calcipotriene‑Betameth Diprop (Generic for Taclonex),Bottle of Suspension,$145.30 ,https://costplusdrugs.com/medications/calcipotriene-betameth-diprop-0_005-0_064-tube-of-ointment-60-taclonex/
CostPlusDrugs,Calcitonin (Salmon) (Generic for Miacalcin),Nasal Spray,$57.86 ,https://costplusdrugs.com/medications/calcitonin-salmon-200-unit-act-nasal-spray-3_7-miacalcin/
CostPlusDrugs,Calcitriol (Generic for Rocaltrol),Capsule,$7.01 ,https://costplusdrugs.com/medications/calcitriol-1mcg-ml-solution-dropper-15-rocaltrol/
CostPlusDrugs,Calcium Acetate (Generic for PhosLo),Capsule,$8.28 ,https://costplusdrugs.com/medications/calciumacetate-667mg-capsule/
CostPlusDrugs,Calcium Acetate (Phos Binder) (Generic for Calphron),Tablet,$8.80 ,https://costplusdrugs.com/medications/calcium-acetate-phos-binder-667mg-tablet-calphron/
CostPlusDrugs,Candesartan Cilexetil (Generic for Atacand),Tablet,$16.16 ,https://costplusdrugs.com/medications/candesartan-cilexetil-8mg-tablet-atacand/
CostPlusDrugs,Candesartan Cilexetil‑HCTZ (Generic for Atacand HCT),Tablet,$19.08 ,https://costplusdrugs.com/medications/candesartan-cilexetil-hctz-32-25mg-tablet-atacand-hct/
CostPlusDrugs,Capecitabine (Generic for Xeloda),Tablet,$12.60 ,https://costplusdrugs.com/medications/capecitabine-500mg-tablet/
CostPlusDrugs,Captopril (Generic for Capoten),Tablet,$10.30 ,https://costplusdrugs.com/medications/captopril-50mg-tablet-capoten/
CostPlusDrugs,Captopril‑Hydrochlorothiazide (Generic for Capozide),Tablet,$33.78 ,https://costplusdrugs.com/medications/captopril-hydrochlorothiazide-50-25mg-tablet-capozide/
CostPlusDrugs,Carbamazepine (Generic for Tegretol),Chewable Tablet,$8.77 ,https://costplusdrugs.com/medications/carbamazepine-100mg-5ml-bottle-of-suspension-450-tegretol/
CostPlusDrugs,Carbamazepine (Generic for Epitol),Tablet,$6.66 ,https://costplusdrugs.com/medications/Carbamazepine-200mg-Tablet/
CostPlusDrugs,Carbamazepine ER (Generic for Carbatrol),Capsule Extended Release,$39.94 ,https://costplusdrugs.com/medications/carbamazepine-er-300mg-capsule-extended-release-carbatrol/
CostPlusDrugs,Carbamazepine ER (Generic for Tegretol XR),Tablet Extended Release,$7.25 ,https://costplusdrugs.com/medications/carbamazepine-er-400mg-tablet-extended-release-tegretol-xr/
CostPlusDrugs,Carbidopa (Generic for Lodosyn),Tablet,$13.62 ,https://costplusdrugs.com/medications/carbidopa-25mg-tablet-lodosyn/
CostPlusDrugs,Carbidopa‑Levodopa (Generic for Sinemet),Tablet,$6.50 ,https://costplusdrugs.com/medications/carbidopa-levodopa-25-250mg-tablet-sinemet/
CostPlusDrugs,Carbidopa‑Levodopa‑Entacapone (Generic for Stalevo),Tablet,$14.88 ,https://costplusdrugs.com/medications/carbidopa-levodopa-entacapone-37_5mg-150mg-200mg-tablet/
CostPlusDrugs,Carbidopa‑Levodopa‑Entacapone (Generic for Stalevo 200),Tablet,$21.54 ,https://costplusdrugs.com/medications/carbidopa-levodopa-entacapone-50-200-200mg-tablet-stalevo-200/
CostPlusDrugs,Carbidopa‑Levodopa ER (Generic for Sinemet CR),Extended Release Tablet,$7.11 ,https://costplusdrugs.com/medications/carbidopa-levodopa-er-50mg-200mg-tablet/
CostPlusDrugs,Carbinoxamine Maleate (Generic for Arbinoxa),Tablet,$14.77 ,https://costplusdrugs.com/medications/carbinoxamine-maleate-4mg-tablet-arbinoxa/
CostPlusDrugs,CaroSpir (Spironolactone),Bottle of Suspension,$482.82 ,https://costplusdrugs.com/medications/spironolactone-25mg-5ml-bottle-of-suspension-118-carospir/
CostPlusDrugs,Carteolol HCl (Generic for Ocupress),Solution Dropper,$19.44 ,https://costplusdrugs.com/medications/carteolol-hcl-1-solution-dropper-5-ocupress/
CostPlusDrugs,Carvedilol (Generic for Coreg),Tablet,$5.34 ,https://costplusdrugs.com/medications/carvedilol-6_25mg-tablet/
CostPlusDrugs,Carvedilol Phosphate ER (Generic for Coreg CR),Extended Release Capsule,$181.05 ,https://costplusdrugs.com/medications/carvedilol-phosphate-er-80mg-capsule/
CostPlusDrugs,Cefaclor (Generic for Ceclor),Capsule,$18.35 ,https://costplusdrugs.com/medications/cefaclor-500mg-capsule-ceclor/
CostPlusDrugs,Cefaclor ER (Generic for Ceclor CD),Tablet Extended Release,$334.82 ,https://costplusdrugs.com/medications/cefaclor-er-500mg-tablet-extended-release-ceclor-cd/
CostPlusDrugs,Cefadroxil (Generic for Duricef),Capsule,$13.62 ,https://costplusdrugs.com/medications/cefadroxil-500mg-capsule/
CostPlusDrugs,Cefdinir (Generic for Omnicef),Capsule,$12.19 ,https://costplusdrugs.com/medications/Cefdinir-300mg-Capsule/
CostPlusDrugs,Cefixime (Generic for Suprax),Capsule,$281.00 ,https://costplusdrugs.com/medications/cefixime-400mg-capsule-suprax/
CostPlusDrugs,Cefpodoxime Proxetil (Generic for Vantin),Tablet,$22.04 ,https://costplusdrugs.com/medications/cefpodoxime-proxetil-200mg-tablet-vantin/
CostPlusDrugs,Cefprozil (Generic for Cefzil),Tablet,$13.15 ,https://costplusdrugs.com/medications/cefprozil-500mg-tablet-cefzil/
CostPlusDrugs,Cefuroxime Axetil (Generic for Ceftin),Tablet,$10.22 ,https://costplusdrugs.com/medications/cefuroximeaxetil-500mg-tablet/
CostPlusDrugs,Celecoxib (Generic for Celebrex),Capsule,$6.05 ,https://costplusdrugs.com/medications/celecoxib-50mg-capsule/
CostPlusDrugs,Cephalexin (Generic for Keflex),Capsule,$7.20 ,https://costplusdrugs.com/medications/cephalexin-125mg5ml-reconstitutedsuspension/
CostPlusDrugs,Cephalexin (Generic for Keftab),Tablet,$35.53 ,https://costplusdrugs.com/medications/cephalexin-250mg-tablet-keftab/
CostPlusDrugs,Cetirizine HCl (Generic for Zyrtec),Tablet,$5.58 ,https://costplusdrugs.com/medications/cetirizine-hcl-5mg-tablet/
CostPlusDrugs,Cevimeline HCl (Generic for Evoxac),Bottle of Capsules,$53.30 ,https://costplusdrugs.com/medications/cevimeline-hcl-30mg-bottle-of-capsules-100-evoxac/
